id,id_str,tweet,"label (0:คนปกติ, 1:io)",language,conversation_id,created_at,date,time,timezone,place,replies_count,likes_count,retweets_count,user_id,user_id_str,screen_name,name,link,mentions,hashtags,cashtags,urls,photos,thumbnail,quote_url,video,geo,near,source,time_update,translate,trans_src,trans_dest,keyword
1295240314534293505,1295240314534293505,ม๊อบเห็บหมา #ประชาชนปลดแอก  16สค.63 ภาพจาบจ้วงสถาบันแทบไม่เห็นมี  แสดงว่าไอ้พวกเห็บหมากลัวโดนเผาเห็บ 5555555,1,th,1295240314534293505,2020-08-17 13:05:30 SE Asia Standard Time,2020-08-17,13:05:30,700,,0,12,5,17023417,17023417,IOio2008,YahooGoogle,https://twitter.com/IOio2008/status/1295240314534293505,,ประชาชนปลดแอก,,,,,,0,,,,1603130579540,,,,จาบจ้วงสถาบัน
1295292167712382976,1295292167712382976,จาบจ้วงสถาบันยังพอว่า แต่มา บังอาจจาบจ้วง เจ๊ของพวกกู พวกมึงก็ต้องโดนถีบหัวส่ง ลอยแพ จำเอาไว้ แม้แต่พี่ใหญ่มึงยังกราบขอโทษ แล้ว มึงเป็นใคร ไอ้หมูสกปรก อีอ้วนโสโครก  !!  https://t.co/DFUgS9BHiV,1,th,1295292167712382976,2020-08-17 16:31:32 SE Asia Standard Time,2020-08-17,16:31:32,700,,0,2,1,2356556323,2356556323,Banaranamaprang,ใจเขา ใจเรา,https://twitter.com/Banaranamaprang/status/1295292167712382976,,,,,"https://pbs.twimg.com/media/EfnMNOGWkAEikGb.jpg,https://pbs.twimg.com/media/EfnMSTXWoAErr3L.jpg,https://pbs.twimg.com/media/EfnNLsdXkAEo5So.jpg",https://pbs.twimg.com/media/EfnMNOGWkAEikGb.jpg,,1,,,,1603129749629,,,,จาบจ้วงสถาบัน
1296995709426647040,1296995709426647040,รักเธอนะ.. ประเทศไทย🇹🇭💕🇹🇭 ขอสาปส่ง พวกจัญไร ให้สูญสิ้น ถอนรากถากโคน ให้พ้นแผ่นดิน ขอพวกหมิ่นฯจงพินาศ ทุกชาติไป!!  #หยุดจาบจ้วงสถาบัน #รักชาติศาสน์กษัตริย์  🇹🇭👃💖,1,th,1296995709426647040,2020-08-22 09:20:48 SE Asia Standard Time,2020-08-22,9:20:48,700,,1,95,23,1135887200,1135887200,Kea_New,K. Sakhulhong,https://twitter.com/Kea_New/status/1296995709426647040,,"หยุดจาบจ้วงสถาบัน,รักชาติศาสน์กษัตริย์",,,,,,0,,,,1603130870197,,,,จาบจ้วงสถาบัน
1297071448687706112,1297071448687706112,จะเปลี่ยนผ่าน..กี่รัชสมัย ประชาชนชาวไทย ใจยึดมั่น ปกป้องชาติ ศาสน์ กษัตริย์  สถาบัน ไม่มีวัน ทิ้งถอย มึงคอยดู!!!  #หยุดจาบจ้วงสถาบัน  #รักชาติศาสน์กษัตริย์ 💕🇹🇭💖,1,th,1297071448687706112,2020-08-22 14:21:46 SE Asia Standard Time,2020-08-22,14:21:46,700,,1,71,13,1135887200,1135887200,Kea_New,K. Sakhulhong,https://twitter.com/Kea_New/status/1297071448687706112,,"หยุดจาบจ้วงสถาบัน,รักชาติศาสน์กษัตริย์",,,,,,0,,,,1603130870181,,,,จาบจ้วงสถาบัน
1298041468246925312,1298041468246925312,@dekdee6_nutty หากประท้วงรัฐบาลเหมือนทุกยุคที่ผ่านๆมา มหาลัย โรงเรียนคงปล่อยให้ทำได้ตามปกติ แต่วันนี้มันไม่ปกติมีการจาบจ้วงสถาบันเข้ามาเกี่ยวข้องจะมาอ้างหน้าด้านๆว่าไม่จริงคงไม่ได้ ตัดไฟเสียแต่ต้นลม เลยต้องห้าม เหตุถ้าบานปลาย ผู้บริหารคงรับผิดชอบไม่ไหวจะมาทำหน้าด้านๆ ทำเฉยๆเหมือน อจ.มธ.คงไม่ได้,1,th,1298036721402052608,2020-08-25 06:36:17 SE Asia Standard Time,2020-08-25,6:36:17,700,,0,3,0,2356556323,2356556323,Banaranamaprang,ใจเขา ใจเรา,https://twitter.com/Banaranamaprang/status/1298041468246925312,,,,,,,,0,,,,1603129738743,,,,จาบจ้วงสถาบัน
1302801938837393408,1302801938837393408,"นี้คือคำตอบทำไมเพนกวิ้นถึงเป็นหมูไม่กลัวน้ำร้อน 1.กล้า ท้าทายกฎหมาย 2.กล้า พูดหยาบคายก้าวร้าว 3.กล้า จาบจ้วงสถาบัน 4.กล้า ติดต่อพวกหนีคดีในต่างแดน 5.กล้า ข่มขู่รัฐบาลและพรรคการเมือง เตรียมการมานานแล้ว วันนี้ถึงมีให้ เห็น มีใครหน้าไหนจะออกมาค้านไม?ว่า ""ไม่ได้มีใคร อยู่เบื้องหลัง""  https://t.co/m1MFuZF7Js",1,th,1302801938837393408,2020-09-07 09:52:41 SE Asia Standard Time,2020-09-07,9:52:41,700,,16,149,82,2356556323,2356556323,Banaranamaprang,ใจเขา ใจเรา,https://twitter.com/Banaranamaprang/status/1302801938837393408,,,,,"https://pbs.twimg.com/media/EhR32jcXsAUKzX_.jpg,https://pbs.twimg.com/media/EhR347lXsAA1bW2.jpg,https://pbs.twimg.com/media/EhR4_V3XkAE5QXl.jpg,https://pbs.twimg.com/media/EhR5JZsXgAEx3a2.jpg",https://pbs.twimg.com/media/EhR32jcXsAUKzX_.jpg,,1,,,,1603129724116,,,,จาบจ้วงสถาบัน
1304962749814812673,1304962749814812673,@political_drama จาบจ้วงสถาบันอย่างเดียวไม่พอ ต้องตอแหลด้วยค่ะนายทุนถึงจะจ่ายตัง 😀😂😂,1,th,1304959068755304448,2020-09-13 08:58:59 SE Asia Standard Time,2020-09-13,8:58:59,700,,0,23,4,1135887200,1135887200,Kea_New,K. Sakhulhong,https://twitter.com/Kea_New/status/1304962749814812673,,,,,,,,0,,,,1603130868118,,,,จาบจ้วงสถาบัน
1308008827992772608,1308008827992772608,#อีรุ้ง นี่มันเป็นใครวะ? ทำไมหยาบช้าสามานย์ได้ขนาดนี้ #จาบจ้วงสถาบันหนักมาก!! #อีสัตว์นรก!!,1,th,1308008827992772608,2020-09-21 18:43:00 SE Asia Standard Time,2020-09-21,18:43:00,700,,16,135,25,1135887200,1135887200,Kea_New,K. Sakhulhong,https://twitter.com/Kea_New/status/1308008827992772608,,"อีรุ้ง,จาบจ้วงสถาบันหนักมาก,อีสัตว์นรก",,,,,,0,,,,1603130866325,,,,จาบจ้วงสถาบัน
1317397338571169792,1317397338571169792,บัญชีระบุตัวตนจากสปป.ลาวที่แฝงแสดงความเห็นจาบจ้วงสถาบันของไทยตามเพจต่างๆมีประมาณ 15-20 บัญชี เร็วๆนี้จะขุดประวัติมันมาว่าเป็นคนไทยที่หนีคดีหรือเป็นชาวสปป.ลาวจริงๆที่อยากเสือก เพื่อให้พี่น้องชาวไทยขึ้นบัญชีดำมันไว้ 😎😎😎,1,th,1317397338571169792,2020-10-17 16:29:36 SE Asia Standard Time,2020-10-17,16:29:36,700,,3,139,78,787341766504484864,787341766504484864,UnixFT,Unix_FT Thailand,https://twitter.com/UnixFT/status/1317397338571169792,,,,,,,,0,,,,1603044205976,,,,จาบจ้วงสถาบัน
1317773950261239808,1317773950261239808,@Angkut พี่ควรบอกให้เยาวชนเลิกคุกคาม อาฆาตมาดร้าย ใช้คำหยาบคาย หมิ่นและจาบจ้วงสถาบันก่อนค่ะ ถึงจะเป็นการเรียกร้องที่ถูกต้อง ซึ่งตอนนี้ไม่ใช่เลย ตรงข้ามทั้งหมด,1,th,1317765221570678786,2020-10-18 17:26:07 SE Asia Standard Time,2020-10-18,17:26:07,700,,1,5,2,14919666,14919666,nomi_nee,🌻🌻 JJ Skywalker 🌻🌻,https://twitter.com/nomi_nee/status/1317773950261239808,,,,,,,,0,,,,1603044157156,,,,จาบจ้วงสถาบัน
725293154807615488,725293154807615488,ไม่รับร่าง ก็รอวันลงประชามติกันดิ่ฮะ .. ลงว่าไงก็ตามนั้น .. เย้วๆเหมือนกลัวว่าประชามติจะผ่าน ไหนบอกว่าเสียงส่วนใหญ่งะ .. ถ่อว้อยซ์ทีวี้,0,th,725293154807615488,2016-04-27 18:58:58 SE Asia Standard Time,2016-04-27,18:58:58,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/725293154807615488,,,,,,,,0,,,,1603128815728,,,,ประชามติ
741164331681878016,741164331681878016,ตกลงตั้งศูนย์ปราโกงประชามติหว่ะ.. ไอ่เราก็คิดไปว่าปราบโกงคอรัปชั่น.. ฮ่าๆๆๆๆ แหมมมมม ทุจริตคอรัปชั่นไม่เป็นไรโนะ   https://t.co/0NhsWspJYS,1,th,741164331681878016,2016-06-10 14:05:21 SE Asia Standard Time,2016-06-10,14:05:21,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/741164331681878016,,,,https://twitter.com/juntraporn_su/status/741162758641704961,,,https://twitter.com/juntraporn_su/status/741162758641704961,0,,,,1603128771767,,,,ประชามติ
745965884271788033,745965884271788033,อ่าววววววว สก็อตแยกประชามติดรึ คิดว่ารวมอยู่ใน #Brexit งี้ต้องมี Wales exit ด้วยป้ะ,1,th,745965884271788033,2016-06-23 20:05:00 SE Asia Standard Time,2016-06-23,20:05:00,700,,1,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/745965884271788033,,Brexit,,,,,,0,,,,1603128759555,,,,ประชามติ
745971629231005696,745971629231005696,@sangsoamb คือ BR ก็เลยคิดว่าไม่ต้องแยกประชามติ นี่แยกประชามติ เลยแปลกใจนิดนุงค่า,1,th,745965884271788033,2016-06-23 20:27:50 SE Asia Standard Time,2016-06-23,20:27:50,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/745971629231005696,,,,,,,,0,,,,1603128759519,,,,ประชามติ
746240277069737984,746240277069737984,@Napatip_TPradio @nimdaex ขอ cc @armypr_news @1st_Army_Area รบกวนส่งผู้เกี่ยวข้องการทำประชามติและเลือกตั้งของไทยต่อๆไปทำเป็นข้อมูลแบบนี้นะคะ,1,th,746216018234613760,2016-06-24 14:15:21 SE Asia Standard Time,2016-06-24,14:15:21,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746240277069737984,"armypr_news,1st_Army_Area",,,,,,,0,,,,1603128759320,,,,ประชามติ
746293662355578880,746293662355578880,ถ้าผลประชามติคนสก็อตโหวตให้ออก ก็ออกได้เลยเหรอฮะ .. จริงดิ่,1,th,746293662355578880,2016-06-24 17:47:29 SE Asia Standard Time,2016-06-24,17:47:29,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746293662355578880,,,,,,,,0,,,,1603128758221,,,,ประชามติ
746317110989623297,746317110989623297,ทีนี้พอ สก็อตฯ บอกจะทำประชามติออกจาก UK และจะเข้า EU  .. มันทำได้เลยเหรอฮะ .. งง,1,th,746317110989623297,2016-06-24 19:20:39 SE Asia Standard Time,2016-06-24,19:20:39,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746317110989623297,,,,,,,,0,,,,1603128758148,,,,ประชามติ
746321599062650884,746321599062650884,อย่าถามข้างเดียวสิ ท้าเขาเสร็จก็ท้าตัวเองกลับด้วย ถ้าประชามติรับแล้วจะทำตัวไง ดิ้นกระแดะต่อหรือยอมรับเสียงส่วนใหญ่  https://t.co/nW1cLLrDCd,1,th,746321599062650884,2016-06-24 19:38:29 SE Asia Standard Time,2016-06-24,19:38:29,700,,0,0,1,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746321599062650884,,,,https://twitter.com/PravitR/status/746257471006662656,,,https://twitter.com/PravitR/status/746257471006662656,0,,,,1603128758095,,,,ประชามติ
746364721272602624,746364721272602624,ทีม “รีเมน” แห่ลงชื่อเรียกร้องรัฐบาลจัดประชามติ “เบร็กซิท” รอบ 2   https://t.co/OqAuHh5Juo ... อุ๊ต๊ะ!!,1,th,746364721272602624,2016-06-24 22:29:50 SE Asia Standard Time,2016-06-24,22:29:50,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746364721272602624,,,,http://ln.is/www.prachachat.net/Z0LR9,,,,0,,,,1603128757819,,,,ประชามติ
746365003037446149,746365003037446149,เอาล้าว.. #ทีมรีเมน จะขอลงประชามติอีกรอบ .. จะทำได้มั้ย ทำได้หรือปล่าว #Brexit,1,th,746365003037446149,2016-06-24 22:30:58 SE Asia Standard Time,2016-06-24,22:30:58,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746365003037446149,,"ทีมรีเมน,Brexit",,,,,,0,,,,1603128757811,,,,ประชามติ
746378858744582145,746378858744582145,@tgroupthai  แอบหนักใจแทนพี่ใหญ่ .. ฝรั่งเศสก็ทำท่าจะประชามติมั่งละ.. เฮ้ออออ,1,th,746371244862275584,2016-06-24 23:26:01 SE Asia Standard Time,2016-06-24,23:26:01,700,,1,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746378858744582145,,,,,,,,0,,,,1603128757719,,,,ประชามติ
746397298142240768,746397298142240768,ทำความรู้จักการโหวตประชามติของ #Brexit มากมาย.. เรื่องของตัวเองยังไม่ค่อยรู้มากเท่านี้เลย.. รู้แต่ว่าถ้ามัน No กู Yes ละกัน..ฮ่าๆๆๆๆ,1,th,746397298142240768,2016-06-25 00:39:17 SE Asia Standard Time,2016-06-25,0:39:17,700,,0,1,3,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746397298142240768,,Brexit,,,,,,0,,,,1603128757627,,,,ประชามติ
746648494883012609,746648494883012609,@greentea_pt  ถ้าเป็นงั้นได้ .. ตัดกลับมาที่ ประชามติไทย .. ฮ่าๆๆๆๆๆ มีสนุกแน่นวลนะคะหนูว่า,1,th,746646887051173888,2016-06-25 17:17:27 SE Asia Standard Time,2016-06-25,17:17:27,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746648494883012609,,,,,,,,0,,,,1603128756328,,,,ประชามติ
746659895336800257,746659895336800257,@masatha  กำลังเก็บข้อมูลเอาไปใช้ เผื่อว่า ประชามติผ่านค่ะ,1,th,746659455119433728,2016-06-25 18:02:45 SE Asia Standard Time,2016-06-25,18:02:45,700,,1,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746659895336800257,,,,,,,,0,,,,1603128756252,,,,ประชามติ
746673377834737664,746673377834737664,@kob_dok @nomi_nee ลงประชามติมะ 🙄,0,th,746669380084207616,2016-06-25 18:56:20 SE Asia Standard Time,2016-06-25,18:56:20,700,,1,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746673377834737664,,,,,,,,0,,,,1603128756218,,,,ประชามติ
746743048172802048,746743048172802048,ตอนนี้ ชาวอังกฤษได้ลงชื่อขอทำประชามติใหม่แล้วประมาณ 5แสนคน เกินจากที่กำหนดไว้ 1แสนคน.. #ข่าว3มิติ,0,th,746743048172802048,2016-06-25 23:33:11 SE Asia Standard Time,2016-06-25,23:33:11,700,,0,0,14,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/746743048172802048,,ข่าว3มิติ,,,,,,0,,,,1603128756144,,,,ประชามติ
748817728488693760,748817728488693760,@nimdaex  ประชามติป้ะล่ะ l๐l,0,th,748805257203814400,2016-07-01 16:57:13 SE Asia Standard Time,2016-07-01,16:57:13,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/748817728488693760,,,,,,,,0,,,,1603128751113,,,,ประชามติ
748818013122498560,748818013122498560,"ประชามติกันม้ายฮะ ..&gt;&gt;  ""นักเรียนตีกัน"" จับขึ้นแบล็กลิสท์ เรียนจบเป็นทหารเกณฑ์ทันที ..",0,th,748818013122498560,2016-07-01 16:58:21 SE Asia Standard Time,2016-07-01,16:58:21,700,,1,1,1,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/748818013122498560,,,,,,,,0,,,,1603128751104,,,,ประชามติ
754659533675302912,754659533675302912,ตกลงให้ไปลงผ่านประชามติแล้วเหรอฮะ .. งง   https://t.co/9LvmkrOBpt,0,th,754659533675302912,2016-07-17 19:50:28 SE Asia Standard Time,2016-07-17,19:50:28,700,,0,0,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/754659533675302912,,,,https://twitter.com/voice_tv/status/754531549262012416,,,https://twitter.com/voice_tv/status/754531549262012416,0,,,,1603128740384,,,,ประชามติ
756107928017305600,756107928017305600,"เมื่อวานฟังป้านกแสกให้สัมฯ ""ประชามติถ้าถูกป่วน+ล้ม มันไม่ได้มาจากพวกตนแน่นอน เพราะเราไม่นิยมทำอะไรแบบนั้น""ฮ่าๆ หัวเราะใส้พันถึงลิ้นไก่เลยข่ะ",0,th,756107928017305600,2016-07-21 19:45:52 SE Asia Standard Time,2016-07-21,19:45:52,700,,0,1,4,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/756107928017305600,,,,,,,,0,,,,1603128737643,,,,ประชามติ
757183795225178112,757183795225178112,"2-3วันก่อน ป้านกแสกเพิ่งพูดเอง ""ถ้ามีการป่วนประชามติ ไม่ใช่ฝีมือพวกเราแน่นอน"" .. เรื่องแบบนี้ป้าแกทายแม่นมากๆเลยนะค้า",0,th,757183795225178112,2016-07-24 19:00:59 SE Asia Standard Time,2016-07-24,19:00:59,700,,0,1,2,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/757183795225178112,,,,,,,,0,,,,1603128737076,,,,ประชามติ
758209180670922756,758209180670922756,#ประชามติ ครั้งนี้อาจไม่ได้บอกว่า รธน.นี้ดีมาก แต่อยากสั่งสอนนักการเมืองว่า ที่ผ่านมาพวกคุณสร้างบาดแผลให้ประเทศและปชช.มากมายขนาดไหน #บทเรียน,0,th,758209180670922756,2016-07-27 14:55:30 SE Asia Standard Time,2016-07-27,14:55:30,700,,0,1,0,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758209180670922756,,"ประชามติ,บทเรียน",,,,,,0,,,,1603128735736,,,,ประชามติ
758210419047616512,758210419047616512,สถานการณ์ประเทศหลัง รปห. เราได้เห็นอะไร? บาดแผล+ร่องรอยการโกงกิน สร้างอิทธิพลของนักการเมืองทำร้ายประเทศเพียงใด.. #บทเรียน #ประชามติ,0,th,758210419047616512,2016-07-27 15:00:25 SE Asia Standard Time,2016-07-27,15:00:25,700,,0,0,4,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758210419047616512,,"บทเรียน,ประชามติ",,,,,,0,,,,1603128735730,,,,ประชามติ
758210842445742080,758210842445742080,วันนี้เรายังเห็นนักการเมืองร้องเรียกอำนาจคืนโดยอ้างปชช. แต่ที่จริงแล้วคุณต้องการให้เกิดเลือกตั้งเพื่อคืนอำนาจให้พวกตัวเอง #บทเรียน #ประชามติ,0,th,758210842445742080,2016-07-27 15:02:06 SE Asia Standard Time,2016-07-27,15:02:06,700,,0,2,11,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758210842445742080,,"บทเรียน,ประชามติ",,,,,,0,,,,1603128735719,,,,ประชามติ
758211281966895104,758211281966895104,ที่ผ่านมายังไม่เคยเห็นนักการเมืองออกมาขอโทษประชาชนคนไทยว่าได้ทำอะไรผิดไป มีแต่เรียกคนมาถือหางแล้วอ้างคนส่วนใหญ่เลือกคุณ #บทเรียน #ประชามติ,0,th,758211281966895104,2016-07-27 15:03:51 SE Asia Standard Time,2016-07-27,15:03:51,700,,0,5,10,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758211281966895104,,"บทเรียน,ประชามติ",,,,,,0,,,,1603128735706,,,,ประชามติ
758211735186575360,758211735186575360,ถึงขั้นปลุกให้มวลชนที่ถือหางตัวเอง ตีกับมวลชนอีกฝ่าย.. ประเทศจะเละเทะยังไงนักการเมืองไม่สนใจ สนใจแต่อำนาจแล้วอ้างปชต. #บทเรียน #ประชามติ,0,th,758211735186575360,2016-07-27 15:05:39 SE Asia Standard Time,2016-07-27,15:05:39,700,,0,1,9,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758211735186575360,,"บทเรียน,ประชามติ",,,,,,0,,,,1603128735694,,,,ประชามติ
758214333050425344,758214333050425344,ประชามติครั้งนี้ เป็นการสั่งสอนนักการเมือง ต้องตอบโต้บ้าง อย่าตีกันเองเพื่อให้นักการเมืองกลับไปทำอะไรเลวๆได้เหมือนเดิมอีก #บทเรียน #ประชามติ,0,th,758214333050425344,2016-07-27 15:15:58 SE Asia Standard Time,2016-07-27,15:15:58,700,,0,0,4,635328646,635328646,actions34,Kaitox'n wonderful🌏,https://twitter.com/actions34/status/758214333050425344,,"บทเรียน,ประชามติ",,,,,,0,,,,1603128735685,,,,ประชามติ
